"set_id","set_title","trait_key","trait_name","trait_type","breakpoints","description","tier_effects","categories","guide_signal","source_url"
"set9.5","Runeterra Reforged: Horizonbound","Juggernaut","Juggernaut","CLASS","2/4/6","Juggernaut champions take less damage as their Health decreases.","2: 15% to 25% damage reduction | 4: 20% to 35% damage reduction | 6: 35% to 50% damage reduction","defense","Primarily statistical","https://lolchess.gg/synergies/set9.5/guide?hl=en"
"set9.5","Runeterra Reforged: Horizonbound","Multicaster","Multicaster","CLASS","2/3/4","Multicasters cast their Ability multiple times. Bonus casts have 55% reduced effectiveness.","2: 1 extra cast. 55% reduced effectiveness. | 3: 1 extra cast. 35% reduced effectiveness. | 4: 1 extra cast. 35% reduced effectiveness. Multicaster attacks grant 5 bonus Mana.","offense","Special combat rule","https://lolchess.gg/synergies/set9.5/guide?hl=en"
"set9.5","Runeterra Reforged: Horizonbound","Noxus","Noxus","ORIGIN","3/5/7/9","Noxus champions gain Health, Ability Power and Attack Damage. This is increased by 5% for each different opponent that either you have conquered in combat or is dead.","3: 160 Health, 16 Ability Power, 16% Attack Damage. | 5: 300 Health, 30 Ability Power, 30% Attack Damage. | 7: 420 Health, 42 Ability Power, 42% Attack Damage. | 9: 750 Health, 75 Ability Power, 75% Attack Damage.","defense, offense","Primarily statistical","https://lolchess.gg/synergies/set9.5/guide?hl=en"
"set9.5","Runeterra Reforged: Horizonbound","Piltover","Piltover","ORIGIN","3/6","Gain the T-Hex. Every time you lose a player combat, the T-Hex gains Charges. Winning converts the Charges to Power for the T-Hex and grants you loot based on the number of Charges converted.","3: Gain the T-Hex. | 6: Gain bonus loot every round. Each loss counts as 2 losses instead.","economy, position","Non-combat or mixed economy","https://lolchess.gg/synergies/set9.5/guide?hl=en"
"set9.5","Runeterra Reforged: Horizonbound","ReaverKing","Reaver King","CLASS","1","","1: Gangplank uses his cutlass passive when placed in the front 2 rows and his pistol passive when placed in the back 2 rows.","position","Visible formation rule","https://lolchess.gg/synergies/set9.5/guide?hl=en"
"set9.5","Runeterra Reforged: Horizonbound","Rogue","Rogue","CLASS","2/4","","2: When a Rogue falls below 35% Health, they briefly become untargetable and dash to an enemy within 4 hexes (preferring enemy backline). | 4: Additionally, a Rogue's first attack on an enemy bleeds them for 55% of their max Health as magic damage over 2.5 seconds.","position, transformation, defense","Visible formation rule","https://lolchess.gg/synergies/set9.5/guide?hl=en"
"set9.5","Runeterra Reforged: Horizonbound","Shurima","Shurima","ORIGIN","2/4/6/9","Every 4 seconds, Shurimans heal 5% maximum Health. After 8 seconds, select Shurimans Ascend and gain 20% maximum Health and 30% Attack Speed.","2: The strongest Shuriman Ascends | 4: All Shurimans Ascend. +30% Ascension bonus | 6: Instead, Ascend at combat start. +60% Ascension bonus | 9: Ascend twice, at combat start and after 8 seconds. +111% Ascension bonus","transformation, defense, offense, choice","Visible transformation","https://lolchess.gg/synergies/set9.5/guide?hl=en"
"set9.5","Runeterra Reforged: Horizonbound","Slayer","Slayer","CLASS","2/4/6","Slayers gain 12% Omnivamp. Slayers deal bonus damage, doubled against units below 66% Health.","2: +6% bonus damage | 4: +20% bonus damage | 6: +40% bonus damage","transformation, defense, offense","Primarily statistical","https://lolchess.gg/synergies/set9.5/guide?hl=en"
"set9.5","Runeterra Reforged: Horizonbound","Sorcerer","Sorcerer","CLASS","2/4/6/8","Sorcerers gain bonus Ability Power. When an enemy dies after being damaged by a Sorcerer, they deal a percentage of that enemy's maximum Health to another enemy.","2: 25 Ability Power; 7% max | 4: 50 Ability Power; 10% max | 6: 80 Ability Power; 12% max to 2 enemies | 8: 120 Ability Power; 15% max to 2 enemies","defense, offense","Primarily statistical","https://lolchess.gg/synergies/set9.5/guide?hl=en"
"set9.5","Runeterra Reforged: Horizonbound","Strategist","Strategist","CLASS","2/3/4/5","Combat Start: Allies in the front 2 rows gain a shield for 15 seconds and allies in the back 2 rows gain Ability Power.","2: 250 shield; 15 Ability Power | 3: 400 shield; 25 Ability Power | 4: 600 shield; 40 Ability Power | 5: 900 shield; 60 Ability Power","position, defense, offense","Visible formation rule","https://lolchess.gg/synergies/set9.5/guide?hl=en"
"set9.5","Runeterra Reforged: Horizonbound","Targon","Targon","ORIGIN","2/3/4","All of your units' healing and shielding is improved.","2: 18% increased healing and shielding | 3: 35% increased healing and shielding | 4: 60% increased healing and shielding","defense","Special combat rule","https://lolchess.gg/synergies/set9.5/guide?hl=en"
"set9.5","Runeterra Reforged: Horizonbound","Technogenius","Technogenius","CLASS","1","","1: Gain a placeable Apex Turret with 3 upgrade slots. Upgrades to the Apex Turret will show up in your shop for 6 gold. The Apex Turret shares Heimerdinger's Attack Speed and Ability Power. You may only have 1 Apex Turret.","economy, offense","Non-combat or mixed economy","https://lolchess.gg/synergies/set9.5/guide?hl=en"
"set9.5","Runeterra Reforged: Horizonbound","Vanquisher","Vanquisher","CLASS","2/4/6","Damage from Vanquisher Abilities can critically strike. Vanquishers gain bonus Critical Strike Chance and Critical Strike Damage.","2: 15% chance, 10% damage | 4: 35% chance, 35% damage | 6: 55% chance, 55% damage","offense","Special combat rule","https://lolchess.gg/synergies/set9.5/guide?hl=en"
"set9.5","Runeterra Reforged: Horizonbound","Void","Void","ORIGIN","3/6/8","Get a placeable void egg. At the start of combat, it hatches into an unspeakable horror and knocks up adjacent enemies. Each Void star level increases the horror's Health and Ability Power by 25%.","3: Void Remora | 6: Rift Herald | 8: Baron Nashor","position, transformation, defense, offense","Visible formation rule","https://lolchess.gg/synergies/set9.5/guide?hl=en"
"set9.5","Runeterra Reforged: Horizonbound","Wanderer","Wanderer","ORIGIN","1","","1: Ryze's spell changes depending on the Region Portal players voted for at the start of the game.","special","Special combat rule","https://lolchess.gg/synergies/set9.5/guide?hl=en"
"set9.5","Runeterra Reforged: Horizonbound","Zaun","Zaun","ORIGIN","2/4/6","Zaun champions create random chem-mods that only they can use. Champions can be modded once, and mods can be removed by benching or selling the champion.","2: Gain 1 chem-mod | 4: Gain 2 chem-mods and Overcharge them | 6: Gain 5 chem-mods and Overcharge them","choice","Special combat rule","https://lolchess.gg/synergies/set9.5/guide?hl=en"
"set10","Remix Rumble","8Bit","8-bit","ORIGIN","2/4","Keep score of your team's damage dealt. For each high score you beat, 8-bit champions gain Attack Damage.","2: 5% AD | 4: 9% AD | 6: 14% AD and unlock a final high score, that rewards you with a grand prize.","economy, offense","Non-combat or mixed economy","https://lolchess.gg/synergies/set10/guide?hl=en"
"set10","Remix Rumble","BigShot","Big Shot","CLASS","2/4/6","Big Shots gain Attack Damage. which increases for 3 seconds when they use their Ability.","2: 10% Attack Damage, 40% after casting | 4: 20% Attack Damage, 60% after casting | 6: 40% Attack Damage, 100% after casting","offense","Primarily statistical","https://lolchess.gg/synergies/set10/guide?hl=en"
"set10","Remix Rumble","Brawler","Bruiser","CLASS","2/4/6","Your team gains 100 Health. Bruiser gain bonus maximum Health.","2: 20% max Health | 4: 45% max Health | 6: 90% max Health","defense","Primarily statistical","https://lolchess.gg/synergies/set10/guide?hl=en"
"set10","Remix Rumble","Breakout","Breakout","CLASS","1","","1: Akali is a member of K/DA or True Damage depending on which trait has more fielded champions. She gains a different Ability depending on which form she takes.","special","Special combat rule","https://lolchess.gg/synergies/set10/guide?hl=en"
"set10","Remix Rumble","Country","Country","ORIGIN","3/5","When your team loses 30% of their Health, a Dreadsteed that empowers your team. Each Country star level increases the Dreadsteed's Health and Attack Damage.","3: Dreadsteed | 5: Midnight Dreadsteed | 7: Infernal Invocation Dreadsteed","transformation, defense, offense","Primarily statistical","https://lolchess.gg/synergies/set10/guide?hl=en"
"set10","Remix Rumble","CrowdDiver","Crowd Diver","CLASS","2/4","After Crowd Divers die, they leap onto the furthest enemy, dealing 300 magic damage. Enemies within 1 hex are Stunned for 1.5 seconds. They also deal bonus damage, increased by 1% each second.","2: 12% bonus damage | 4: 30% bonus damage | 6: 50% bonus damage","position","Visible formation rule","https://lolchess.gg/synergies/set10/guide?hl=en"
"set10","Remix Rumble","Dazzler","Dazzler","CLASS","2/4","Dazzler' Ability reduce their target's damage by 10% and deal bonus magic damage over 2 seconds.","2: 20% magic damage | 4: 60% magic damage | 6: 100% magic damage","special","Special combat rule","https://lolchess.gg/synergies/set10/guide?hl=en"
"set10","Remix Rumble","Disco","Disco","ORIGIN","3/4/5","Summon a movable Disco Ball. Combat start: Allies next to it gain Attack Speed and healing immediately and every 3 seconds.","3: 5% Attack Speed, 2% max Health | 4: 8% Attack Speed, 3% max Health | 5: 2 Disco Balls, 12% Attack Speed, 3% max Health | 6: 20% Attack Speed, 4% max Health","summon, defense, offense","Board-changing summon","https://lolchess.gg/synergies/set10/guide?hl=en"
"set10","Remix Rumble","Edgelord","Edgelord","CLASS","3/5/7","Edgelords gain Attack Speed which doubles when their target drops target drops below 50% Health. Edgelords with 1-hex range also dash through them on their next attack.","3: 30% Attack Speed | 5: 55% Attack Speed | 7: 85% Attack Speed","position, transformation, defense, offense","Visible formation rule","https://lolchess.gg/synergies/set10/guide?hl=en"
"set10","Remix Rumble","EDM","EDM","ORIGIN","2/4/5","Use the EDM selector item to choose an EDM champion and see the frequency for each. At the selected champions's frequency, your EDM champions cast the selected Ability with modified effectiveness.","2: 90% effectiveness | 3: 110% effectiveness | 4: 120% effectiveness, -1 second | 5: 135% effectiveness, -1 seconds","choice","Special combat rule","https://lolchess.gg/synergies/set10/guide?hl=en"
"set10","Remix Rumble","EMO","Emo","ORIGIN","2/4/6","Emo Champions' Ability cost less Mana to cast, and they gain Mana whenever an allied champion dies.","2: 20% less, gain 20 Mana | 4: 30% less, gain 30 Mana | 6: +20 AP, 40% less, gain 40 Mana","offense","Special combat rule","https://lolchess.gg/synergies/set10/guide?hl=en"
"set10","Remix Rumble","Executioner","Executioner","CLASS","2/4/6","Executioner Abilities can critically strike and they gain Critical Strike Damage. Their Critical Strike Chance is increased based on their target's missing Health.","2: 5% Crit Damage, Up to 25% Crit Chance | 4: 15% Crit Damage, Up to 80% Crit Chance | 6: 30% Crit Damage, Up to 160% Crit Chance","defense, offense","Primarily statistical","https://lolchess.gg/synergies/set10/guide?hl=en"
"set10","Remix Rumble","Guardian","Guardian","CLASS","2/4/6","Once per combat at 50% Health, Guardians shield themselves and their closest ally for a percent of their max Health.","2: 25% | 4: 45% | 6: 70%","defense","Primarily statistical","https://lolchess.gg/synergies/set10/guide?hl=en"
"set10","Remix Rumble","Heartsteel","Heartsteel","ORIGIN","3/5/7/10","Earn Hearts by killing enemies. Gain even more by losing player combat. Every 4 player combats, convert Hearts into powerful rewards!","3: 1x Hearts | 5: 2x Hearts | 7: 5.5x Hearts | 10: 18x Hearts, Gain rewards every round and keep 80% of you Hearts!","economy, transformation","Non-combat or mixed economy","https://lolchess.gg/synergies/set10/guide?hl=en"
"set10","Remix Rumble","Hyperpop","Hyperpop","ORIGIN","1/2/3/4","When Hyperpop champions use an Ability, they grant Mana and 4 seconds of Attack Speed to their 2 closest allies.","1: 5 Mana and 10% Attack Speed | 2: 10 Mana and 20% Attack Speed | 3: 15 Mana and 35% Attack Speed | 4: 20 Mana and 60% Attack Speed","offense","Primarily statistical","https://lolchess.gg/synergies/set10/guide?hl=en"
"set10","Remix Rumble","ILLBEATS","ILLBEATS","ORIGIN","1","","1: Gain 2/2/8 placeable Spirit Tentacles, based on Illaoi's star level. Tentacles gain Illaoi's bonus Armor and Magic Resist.","transformation, defense","Primarily statistical","https://lolchess.gg/synergies/set10/guide?hl=en"
"set10","Remix Rumble","Jazz","Jazz","ORIGIN","2/3/4","For each active trait (except uniques), your team gains bonus Health and deals bonus damage.","2: 1.5% Health, 1% Damage | 3: 2.5% Health, 1.5% Damage | 4: 4% Health, 2% Damage","defense","Primarily statistical","https://lolchess.gg/synergies/set10/guide?hl=en"
"set10","Remix Rumble","KDA","K/DA","ORIGIN","3/5/7/10","Your team gains max Health, Ability Power, and Attack Damage if they are in a lighted hex. K/DA champions gain double!","3: +9% max Health, +9 AP & AD | 5: +15% max Health, +15 AP & AD | 7: +27% max Health, +27 AP & AD | 10: +45% max Health, +45 AP & AD, 10 mana per second","position, defense, offense","Visible formation rule","https://lolchess.gg/synergies/set10/guide?hl=en"
"set10","Remix Rumble","Maestro","Maestro","ORIGIN","1","","1: The Maestro always attacks at a fixed pace, converting 1% bonus Attack Speed into 0.7% Attack Damage.","offense","Primarily statistical","https://lolchess.gg/synergies/set10/guide?hl=en"
"set10","Remix Rumble","Mixmaster","Mixmaster","ORIGIN","1","","1: Choose a mode that changes the Mixmaster's attacks and Ability!","choice","Special combat rule","https://lolchess.gg/synergies/set10/guide?hl=en"
"set10","Remix Rumble","Mosher","Mosher","CLASS","2/4/6/8","Moshers gain Attack Speed and Omnivamp, which increases up to 100% based on their missing Health. Omnivamp: Heal for percentage of damage dealt","2: 20% Attack Speed, 10% Omnivamp | 4: 40% Attack Speed, 15% Omnivamp | 6: 70% Attack Speed, 20% Omnivamp | 8: 125% Attack Speed, 30% Omnivamp","defense, offense","Primarily statistical","https://lolchess.gg/synergies/set10/guide?hl=en"
